"","Signature","Gene"
"7751","Karras Patient_specific_B","PPP2R5C"
"7752","Karras Patient_specific_B","BRIX1"
"7753","Karras Patient_specific_B","TAF8"
"7754","Karras Patient_specific_B","COPS8"
"7755","Karras Patient_specific_B","EXOSC7"
"7756","Karras Patient_specific_B","ARF3"
"7757","Karras Patient_specific_B","EPHX1"
"7758","Karras Patient_specific_B","SKAP2"
"7759","Karras Patient_specific_B","NDUFB8"
"7760","Karras Patient_specific_B","STAM"
"7761","Karras Patient_specific_B","CCND1"
"7762","Karras Patient_specific_B","TIMM10"
"7763","Karras Patient_specific_B","VANGL1"
"7764","Karras Patient_specific_B","AZI2"
"7765","Karras Patient_specific_B","PET117"
"7766","Karras Patient_specific_B","CD2AP"
"7767","Karras Patient_specific_B","ZNF322"
"7768","Karras Patient_specific_B","PARN"
"7769","Karras Patient_specific_B","RAB32"
"7770","Karras Patient_specific_B","ITGA6"
"7771","Karras Patient_specific_B","BCAP29"
"7772","Karras Patient_specific_B","BOLA3"
"7773","Karras Patient_specific_B","MRPL33"
"7774","Karras Patient_specific_B","SSB"
"7775","Karras Patient_specific_B","KAT2B"
"7776","Karras Patient_specific_B","LGMN"
"7777","Karras Patient_specific_B","MREG"
"7778","Karras Patient_specific_B","CCS"
"7779","Karras Patient_specific_B","SCAMP1"
"7780","Karras Patient_specific_B","AKAP12"
"7781","Karras Patient_specific_B","BECN1"
"7782","Karras Patient_specific_B","ASNS"
"7783","Karras Patient_specific_B","MITF"
"7784","Karras Patient_specific_B","VPS41"
"7785","Karras Patient_specific_B","ABCB7"
"7786","Karras Patient_specific_B","SMIM10"
"7787","Karras Patient_specific_B","FMC1"
"7788","Karras Patient_specific_B","MPDZ"
"7789","Karras Patient_specific_B","DTX3L"
"7790","Karras Patient_specific_B","PPP1R7"
"7791","Karras Patient_specific_B","ITPKB"
"7792","Karras Patient_specific_B","SELENOT"
"7793","Karras Patient_specific_B","RAB7A"
"7794","Karras Patient_specific_B","EIF2S2"
"7795","Karras Patient_specific_B","C1D"
"7796","Karras Patient_specific_B","EXOC5"
"7797","Karras Patient_specific_B","UCHL3"
"7798","Karras Patient_specific_B","BTG3"
"7799","Karras Patient_specific_B","EIF1AX"
"7800","Karras Patient_specific_B","SLC11A2"
"7801","Karras Patient_specific_B","C4orf3"
"7802","Karras Patient_specific_B","THUMPD3"
"7803","Karras Patient_specific_B","MRPL34"
"7804","Karras Patient_specific_B","PGM1"
"7805","Karras Patient_specific_B","TOMM20"
"7806","Karras Patient_specific_B","DDX39B"
"7807","Karras Patient_specific_B","GNS"
"7808","Karras Patient_specific_B","TMEM161B"
"7809","Karras Patient_specific_B","DUSP23"
"7810","Karras Patient_specific_B","TMA7"
"7811","Karras Patient_specific_B","MGST3"
"7812","Karras Patient_specific_B","TSPYL2"
"7813","Karras Patient_specific_B","ELOC"
"7814","Karras Patient_specific_B","PIK3CB"
"7815","Karras Patient_specific_B","SNRPE"
"7816","Karras Patient_specific_B","SELENOK"
"7817","Karras Patient_specific_B","FKBP9"
"7818","Karras Patient_specific_B","AP2M1"
"7819","Karras Patient_specific_B","IFI16"
"7820","Karras Patient_specific_B","IFITM3"
"7821","Karras Patient_specific_B","ICK"
"7822","Karras Patient_specific_B","DCTN6"
"7823","Karras Patient_specific_B","WDR41"
"7824","Karras Patient_specific_B","TIMMDC1"
"7825","Karras Patient_specific_B","RAD1"
"7826","Karras Patient_specific_B","C5orf22"
"7827","Karras Patient_specific_B","TLK1"
"7828","Karras Patient_specific_B","TRIP11"
"7829","Karras Patient_specific_B","SMIM10L1"
"7830","Karras Patient_specific_B","BUD23"
"7831","Karras Patient_specific_B","STT3B"
"7832","Karras Patient_specific_B","SNX6"
"7833","Karras Patient_specific_B","C14orf119"
"7834","Karras Patient_specific_B","TFDP1"
"7835","Karras Patient_specific_B","PLEKHH1"
"7836","Karras Patient_specific_B","ESD"
"7837","Karras Patient_specific_B","SYNCRIP"
"7838","Karras Patient_specific_B","BUD31"
"7839","Karras Patient_specific_B","PEX2"
"7840","Karras Patient_specific_B","LONRF1"
"7841","Karras Patient_specific_B","LYST"
"7842","Karras Patient_specific_B","TRMT112"
"7843","Karras Patient_specific_B","UNC50"
"7844","Karras Patient_specific_B","SCOC"
"7845","Karras Patient_specific_B","COPS2"
"7846","Karras Patient_specific_B","SSSCA1"
"7847","Karras Patient_specific_B","TRIM52"
"7848","Karras Patient_specific_B","NACA"
"7849","Karras Patient_specific_B","FLOT1"
"7850","Karras Patient_specific_B","NDUFA3"
"7851","Karras Patient_specific_B","TMEM256"
"7852","Karras Patient_specific_B","VPS29"
"7853","Karras Patient_specific_B","HAX1"
"7854","Karras Patient_specific_B","DCTN3"
"7855","Karras Patient_specific_B","MSRA"
"7856","Karras Patient_specific_B","REV3L"
"7857","Karras Patient_specific_B","PHC3"
"7858","Karras Patient_specific_B","TIPRL"
"7859","Karras Patient_specific_B","PFDN6"
"7860","Karras Patient_specific_B","MTPN"
"7861","Karras Patient_specific_B","CD55"
"7862","Karras Patient_specific_B","POLR2K"
"7863","Karras Patient_specific_B","CNBP"
"7864","Karras Patient_specific_B","PSMD6"
"7865","Karras Patient_specific_B","MRPS10"
"7866","Karras Patient_specific_B","DHX29"
"7867","Karras Patient_specific_B","COPG1"
"7868","Karras Patient_specific_B","FARP2"
"7869","Karras Patient_specific_B","RNF181"
"7870","Karras Patient_specific_B","SUCLG1"
"7871","Karras Patient_specific_B","UBC"
"7872","Karras Patient_specific_B","CISD3"
"7873","Karras Patient_specific_B","CDV3"
"7874","Karras Patient_specific_B","TYW3"
"7875","Karras Patient_specific_B","IFT22"
"7876","Karras Patient_specific_B","TMF1"
"7877","Karras Patient_specific_B","NNT"
"7878","Karras Patient_specific_B","DLD"
"7879","Karras Patient_specific_B","NDUFS3"
"7880","Karras Patient_specific_B","GYG1"
"7881","Karras Patient_specific_B","TRAPPC2L"
"7882","Karras Patient_specific_B","THUMPD1"
"7883","Karras Patient_specific_B","NCK1"
"7884","Karras Patient_specific_B","CNIH4"
"7885","Karras Patient_specific_B","DDX24"
"7886","Karras Patient_specific_B","ALDH9A1"
"7887","Karras Patient_specific_B","SRP54"
"7888","Karras Patient_specific_B","NUDT1"
"7889","Karras Patient_specific_B","UBE2H"
"7890","Karras Patient_specific_B","NAA10"
"7891","Karras Patient_specific_B","ZNF226"
"7892","Karras Patient_specific_B","AGPS"
"7893","Karras Patient_specific_B","NARS2"
"7894","Karras Patient_specific_B","RARS"
"7895","Karras Patient_specific_B","ATP6V1A"
"7896","Karras Patient_specific_B","CDYL"
"7897","Karras Patient_specific_B","PRKD3"
"7898","Karras Patient_specific_B","COX6C"
"7899","Karras Patient_specific_B","BFAR"
"7900","Karras Patient_specific_B","NIPSNAP2"
"7901","Karras Patient_specific_B","CHCHD3"
"7902","Karras Patient_specific_B","NNT-AS1"
"7903","Karras Patient_specific_B","GTF2B"
"7904","Karras Patient_specific_B","MAGOH"
"7905","Karras Patient_specific_B","CYSTM1"
"7906","Karras Patient_specific_B","ORC5"
"7907","Karras Patient_specific_B","GTF2A1"
"7908","Karras Patient_specific_B","CTBS"
"7909","Karras Patient_specific_B","CEP63"
"7910","Karras Patient_specific_B","ACYP1"
"7911","Karras Patient_specific_B","ZNF277"
"7912","Karras Patient_specific_B","MSN"
"7913","Karras Patient_specific_B","CTDSPL"
"7914","Karras Patient_specific_B","CEBPD"
"7915","Karras Patient_specific_B","ATP6V1C1"
"7916","Karras Patient_specific_B","LGALS1"
"7917","Karras Patient_specific_B","LSM3"
"7918","Karras Patient_specific_B","PLK2"
"7919","Karras Patient_specific_B","DNAJC1"
"7920","Karras Patient_specific_B","PSME2"
"7921","Karras Patient_specific_B","ATP1B3"
"7922","Karras Patient_specific_B","TGFBRAP1"
"7923","Karras Patient_specific_B","POLR2H"
"7924","Karras Patient_specific_B","OSTM1"
"7925","Karras Patient_specific_B","MT-CO2"
"7926","Karras Patient_specific_B","FNBP1L"
"7927","Karras Patient_specific_B","IGBP1"
"7928","Karras Patient_specific_B","ARHGAP5"
"7929","Karras Patient_specific_B","NSD1"
"7930","Karras Patient_specific_B","MMADHC"
"7931","Karras Patient_specific_B","RXYLT1"
"7932","Karras Patient_specific_B","DERA"
"7933","Karras Patient_specific_B","DUT"
"7934","Karras Patient_specific_B","TBC1D4"
"7935","Karras Patient_specific_B","CDK2"
"7936","Karras Patient_specific_B","PLA1A"
"7937","Karras Patient_specific_B","GAPDHS"
"7938","Karras Patient_specific_A","HAPLN1"
"7939","Karras Patient_specific_A","WFDC2"
"7940","Karras Patient_specific_A","FCER1G"
"7941","Karras Patient_specific_A","AGT"
"7942","Karras Patient_specific_A","NMU"
"7943","Karras Patient_specific_A","IGDCC3"
"7944","Karras Patient_specific_A","FBLN2"
"7945","Karras Patient_specific_A","SEMA3F"
"7946","Karras Patient_specific_A","MXRA5"
"7947","Karras Patient_specific_A","NOS3"
"7948","Karras Patient_specific_A","MYOC"
"7949","Karras Patient_specific_A","FMN2"
"7950","Karras Patient_specific_A","ARHGAP22"
"7951","Karras Patient_specific_A","AMIGO2"
"7952","Karras Patient_specific_A","OTULINL"
"7953","Karras Patient_specific_A","TESC"
"7954","Karras Patient_specific_A","ADRB1"
"7955","Karras Patient_specific_A","ERVK-28"
"7956","Karras Patient_specific_A","SHROOM3"
"7957","Karras Patient_specific_A","LINC01597"
"7958","Karras Patient_specific_A","CNDP1"
"7959","Karras Patient_specific_A","STC2"
"7960","Karras Patient_specific_A","DENND2A"
"7961","Karras Patient_specific_A","PPP1R14A"
"7962","Karras Patient_specific_A","EXOC3L2"
"7963","Karras Patient_specific_A","C1QTNF4"
"7964","Karras Patient_specific_A","CHST15"
"7965","Karras Patient_specific_A","KCNJ12"
"7966","Karras Patient_specific_A","DSC2"
"7967","Karras Patient_specific_A","EMID1"
"7968","Karras Patient_specific_A","SHISA2"
"7969","Karras Patient_specific_A","SALL1"
"7970","Karras Patient_specific_A","LINC02434"
"7971","Karras Patient_specific_A","VSIR"
"7972","Karras Patient_specific_A","TTYH1"
"7973","Karras Patient_specific_A","ADGRF5"
"7974","Karras Patient_specific_A","TNFRSF4"
"7975","Karras Patient_specific_A","KLHL6"
"7976","Karras Patient_specific_A","LRRC4B"
"7977","Karras Patient_specific_A","TRIM71"
"7978","Karras Patient_specific_A","FBLN1"
"7979","Karras Patient_specific_A","TP53I11"
"7980","Karras Patient_specific_A","RHOU"
"7981","Karras Patient_specific_A","COL9A1"
"7982","Karras Patient_specific_A","NKX2-5"
"7983","Karras Patient_specific_A","NHSL2"
"7984","Karras Patient_specific_A","PAPSS2"
"7985","Karras Patient_specific_A","ATOH8"
"7986","Karras Patient_specific_A","CCDC88C"
"7987","Karras Patient_specific_A","TDRD12"
"7988","Karras Patient_specific_A","C1QTNF3"
"7989","Karras Patient_specific_A","CMTM8"
"7990","Karras Patient_specific_A","SLC38A1"
"7991","Karras Patient_specific_A","KIAA1217"
"7992","Karras Patient_specific_A","FNDC5"
"7993","Karras Patient_specific_A","IGF2BP1"
"7994","Karras Patient_specific_A","DSG2"
"7995","Karras Patient_specific_A","CBLN1"
"7996","Karras Patient_specific_A","ABLIM1"
"7997","Karras Patient_specific_A","SULT1C2"
"7998","Karras Patient_specific_A","CRLF1"
"7999","Karras Patient_specific_A","CIB2"
"8000","Karras Patient_specific_A","PTGES3L"
"8001","Karras Patient_specific_A","SULT1A2"
"8002","Karras Patient_specific_A","LAMC3"
"8003","Karras Patient_specific_A","TGM2"
"8004","Karras Patient_specific_A","SULF2"
"8005","Karras Patient_specific_A","LIN28B"
"8006","Karras Patient_specific_A","CEACAM1"
"8007","Karras Patient_specific_A","PXDN"
"8008","Karras Patient_specific_A","DOK1"
"8009","Karras Patient_specific_A","IMPA2"
"8010","Karras Patient_specific_A","DUSP5"
"8011","Karras Patient_specific_A","PLA2G16"
"8012","Karras Patient_specific_A","TST"
"8013","Karras Patient_specific_A","SERPINA5"
"8014","Karras Patient_specific_A","AC012358.3"
"8015","Karras Patient_specific_A","C1orf115"
"8016","Karras Patient_specific_A","YJEFN3"
"8017","Karras Patient_specific_A","DOK5"
"8018","Karras Patient_specific_A","CLCN4"
"8019","Karras Patient_specific_A","RFLNB"
"8020","Karras Patient_specific_A","LINC00937"
"8021","Karras Patient_specific_A","LINC00839"
"8022","Karras Patient_specific_A","AC012651.1"
"8023","Karras Patient_specific_A","NXN"
"8024","Karras Patient_specific_A","KIAA1671"
"8025","Karras Patient_specific_A","RASL10B"
"8026","Karras Patient_specific_A","PDK4"
"8027","Karras Patient_specific_A","HOMER3"
"8028","Karras Patient_specific_A","ARSE"
"8029","Karras Patient_specific_A","SULT1A1"
"8030","Karras Patient_specific_A","ATP6V0A4"
"8031","Karras Patient_specific_A","ITGA4"
"8032","Karras Patient_specific_A","SLC19A3"
"8033","Karras Patient_specific_A","38961"
"8034","Karras Patient_specific_A","DUSP15"
"8035","Karras Patient_specific_A","PCLO"
"8036","Karras Patient_specific_A","SDK2"
"8037","Karras Patient_specific_A","CD68"
"8038","Karras Patient_specific_A","TOR4A"
"8039","Karras Patient_specific_A","DLL3"
"8040","Karras Patient_specific_A","SERPINB9"
"8041","Karras Patient_specific_A","CDC42EP5"
"8042","Karras Patient_specific_A","SOD3"
"8043","Karras Patient_specific_A","ALDH1B1"
"8044","Karras Patient_specific_A","LMO3"
"8045","Karras Patient_specific_A","HMGA2"
"8046","Karras Patient_specific_A","UNC13D"
"8047","Karras Patient_specific_A","SLC43A2"
"8048","Karras Patient_specific_A","TMEM255A"
"8049","Karras Patient_specific_A","PPP2R3B"
"8050","Karras Patient_specific_A","ZNF385D"
"8051","Karras Patient_specific_A","ENO3"
"8052","Karras Patient_specific_A","BTK"
"8053","Karras Patient_specific_A","ODC1"
"8054","Karras Patient_specific_A","EPB41L4A"
"8055","Karras Patient_specific_A","PRR5"
"8056","Karras Patient_specific_A","LINC01503"
"8057","Karras Patient_specific_A","CSF2RA"
"8058","Karras Patient_specific_A","TBL1X"
"8059","Karras Patient_specific_A","FGFBP3"
"8060","Karras Patient_specific_A","LRG1"
"8061","Karras Patient_specific_A","PHF19"
"8062","Karras Patient_specific_A","TIE1"
"8063","Karras Patient_specific_A","CAMK1"
"8064","Karras Patient_specific_A","KCNH2"
"8065","Karras Patient_specific_A","CARD10"
"8066","Karras Patient_specific_A","COL5A3"
"8067","Karras Patient_specific_A","DEPP1"
"8068","Karras Patient_specific_A","LAMA1"
"8069","Karras Patient_specific_A","IQGAP2"
"8070","Karras Patient_specific_A","KIF17"
"8071","Karras Patient_specific_A","NUP210"
"8072","Karras Patient_specific_A","LDOC1"
"8073","Karras Patient_specific_A","PLXNA2"
"8074","Karras Patient_specific_A","METRNL"
"8075","Karras Patient_specific_A","TBXA2R"
"8076","Karras Patient_specific_A","COL14A1"
"8077","Karras Patient_specific_A","AKAP6"
"8078","Karras Patient_specific_A","ZNF581"
"8079","Karras Patient_specific_A","BX890604.1"
"8080","Karras Patient_specific_A","JAK3"
"8081","Karras Patient_specific_A","ANKLE1"
"8082","Karras Patient_specific_A","VOPP1"
"8083","Karras Patient_specific_A","ANKH"
"8084","Karras Patient_specific_A","FAM69B"
"8085","Karras Patient_specific_A","YDJC"
"8086","Karras Patient_specific_A","OBSCN"
"8087","Karras Patient_specific_A","TMEM121"
"8088","Karras Patient_specific_A","CCNJL"
"8089","Karras Patient_specific_A","MYO3A"
"8090","Karras Patient_specific_A","RBPMS2"
"8091","Karras Patient_specific_A","ASB9"
"8092","Karras Patient_specific_A","SEMA3A"
"8093","Karras Patient_specific_A","EFHD1"
"8094","Karras Patient_specific_A","ASIC4"
"8095","Karras Patient_specific_A","ASNS"
"8096","Karras Patient_specific_A","IKBKE"
"8097","Karras Patient_specific_A","MERTK"
"8098","Karras Patient_specific_A","CAMK4"
"8099","Karras Patient_specific_A","MPP6"
"8100","Karras Patient_specific_A","STRA6"
"8101","Karras Patient_specific_A","CDC42EP1"
"8102","Karras Patient_specific_A","INKA1"
"8103","Karras Patient_specific_A","AL161772.1"
"8104","Karras Patient_specific_A","TMC6"
"8105","Karras Patient_specific_A","JAM3"
"8106","Karras Patient_specific_A","LBH"
"8107","Karras Patient_specific_A","CCR10"
"8108","Karras Patient_specific_A","LIMCH1"
"8109","Karras Patient_specific_A","TMSB4X"
"8110","Karras Patient_specific_A","PTPRF"
"8111","Karras Patient_specific_A","ZNF331"
"8112","Karras Patient_specific_A","ITGB3"
"8113","Karras Patient_specific_A","RDH8"
"8114","Karras Patient_specific_A","ZNF587B"
"8115","Karras Patient_specific_A","CMBL"
"8116","Karras Patient_specific_A","PKN1"
"8117","Karras Patient_specific_A","C16orf89"
"8118","Karras Patient_specific_A","FOXC1"
"8119","Karras Patient_specific_A","PRKAR1B"
"8120","Karras Patient_specific_A","EVA1B"
"8121","Karras Patient_specific_A","LINC01667"
"8122","Karras Patient_specific_A","SELENOP"
"8123","Karras Patient_specific_A","LYN"
"8124","Karras Patient_specific_A","ZBTB46"
"8125","Karras Patient_specific_A","CREM"
"8126","Karras Patient_specific_A","CMTM7"
"8127","Karras Patient_specific_A","ZNF579"
"8128","Karras Patient_specific_A","PARL"
"8129","Karras Patient_specific_A","MGAT4B"
"8130","Karras Patient_specific_A","KCNMB4"
"8131","Karras Patient_specific_A","S100A16"
"8132","Karras Patient_specific_A","FAM213A"
"8133","Karras Patient_specific_A","GRK6"
"8134","Karras Patient_specific_A","ATP11A"
"8135","Karras Patient_specific_A","C14orf132"
"8136","Karras Patient_specific_A","NYNRIN"
"8137","Karras Patient_specific_A","AVPI1"
"8138","Karras Patient_specific_A","RPS5"
"8139","Karras Patient_specific_A","GYPC"
"8140","Karras Patient_specific_A","PGAM2"
"8141","Karras Patient_specific_A","PDLIM7"
"8142","Karras Patient_specific_A","LOXL4"
"8143","Karras Patient_specific_A","MVB12B"
"8144","Karras Patient_specific_A","TF"
"8145","Karras Patient_specific_A","COL11A2"
"8146","Karras Patient_specific_A","SFXN1"
"8147","Karras Patient_specific_A","COL6A2"
"8148","Karras Patient_specific_A","BIN1"
"8149","Karras Patient_specific_A","PLEKHB1"
"8150","Karras Patient_specific_A","RAB3IL1"
"8151","Karras Patient_specific_A","MAPK12"
"8152","Karras Patient_specific_A","ALCAM"
"8153","Karras Patient_specific_A","RAB15"
"8154","Karras Patient_specific_A","PLCB4"
"8155","Karras Patient_specific_A","CPXM1"
"8156","Karras Patient_specific_A","WNK2"
"8157","Karras Patient_specific_A","ABHD14A"
"8158","Karras Patient_specific_A","SH3KBP1"
"8159","Karras Patient_specific_A","EEF1B2"
"8160","Karras Patient_specific_A","PMF1"
"8161","Karras Patient_specific_A","RPS2"
"8162","Karras Patient_specific_A","ENC1"
"8163","Karras Patient_specific_A","ZNF787"
"8164","Karras Patient_specific_A","MGMT"
"8165","Karras Patient_specific_A","CDCA7"
"8166","Karras Patient_specific_A","RPSA"
"8167","Karras Patient_specific_A","BRICD5"
"8168","Karras Patient_specific_A","DHRS2"
"8169","Karras Patient_specific_A","AFDN"
"8170","Karras Patient_specific_A","NOTCH3"
"8171","Karras Patient_specific_A","NPM3"
"8172","Karras Patient_specific_A","PTP4A3"
"8173","Karras Patient_specific_A","ARHGAP28"
"8174","Karras Patient_specific_A","PLCXD1"
"8175","Karras Patient_specific_A","THBS1"
"8176","Karras Patient_specific_A","STK25"
